Iteration	Posterior	Likelihood	Prior	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	rate_log_sd	tree_length	two_beta
0	-2633.027	-3253.481	620.4534	0.482405	0.0667425	0.250172	0.200681	1.914931	1.461196	4.304125	2.066943
6	-2638.995	-3257.9	618.905	0.480359	0.164987	0.154823	0.19983	1.403652	1.535619	4.304125	5.637355
12	-2622.902	-3242.017	619.1154	0.533832	0.183753	0.0359257	0.246489	1.664755	1.626495	4.376615	4.157235
18	-2636.224	-3255.437	619.2131	0.630642	0.0942029	0.0796151	0.19554	1.522357	1.648338	4.376615	4.157235
24	-2659.41	-3277.018	617.6082	0.621358	0.0141574	0.210798	0.153687	1.722579	1.620405	4.242529	8.716105
30	-2662.408	-3283.99	621.5828	0.563694	0.00144918	0.141606	0.29325	1.50737	1.558868	3.669986	2.366318
36	-2652.854	-3273.303	620.4488	0.494534	0.00166655	0.166562	0.337237	1.709827	1.566438	4.227239	2.343048
42	-2633.951	-3254.77	620.8184	0.510336	0.00203776	0.171884	0.315743	1.455054	1.566438	3.815797	3.246055
48	-2649.427	-3268.479	619.0523	0.523572	0.0090554	0.176342	0.291031	1.530032	1.643903	4.437831	4.260452
54	-2636.526	-3257.352	620.826	0.478573	0.00999937	0.275178	0.23625	1.379286	1.49045	4.171807	2.457704
60	-2648.536	-3270.12	621.5843	0.489371	0.0172456	0.245326	0.248058	1.626444	1.747155	3.464965	2.457704
66	-2664.275	-3285.563	621.2879	0.494684	0.0905735	0.206223	0.20852	1.061451	1.545744	3.507965	4.090319
72	-2671.545	-3295.002	623.4571	0.36585	0.244403	0.347853	0.0418944	0.7784593	1.541912	3.874541	0.6316237
78	-2690.196	-3307.454	617.2573	0.409001	0.271289	0.273207	0.0465032	1.141572	1.446735	5.545263	5.034065
84	-2676.732	-3298.129	621.3966	0.24527	0.385622	0.273864	0.0952435	0.7918487	1.361569	3.895595	3.473846
90	-2650.598	-3273.993	623.3952	0.283955	0.394154	0.203127	0.118764	0.7881889	1.498451	3.659063	1.086909
96	-2649.446	-3273.807	624.3608	0.347165	0.193044	0.428987	0.0308043	0.7339527	1.625283	3.402084	0.5107998
102	-2668.408	-3291.867	623.4594	0.32929	0.234593	0.406899	0.0292182	1.157778	1.522244	3.77894	0.4349722
108	-2659.082	-3283.454	624.3726	0.308706	0.302887	0.374382	0.0140247	0.7289366	1.641647	3.241026	0.7502075
114	-2666.077	-3288.438	622.3601	0.226906	0.370254	0.304772	0.0980689	0.5713148	1.469288	4.630771	0.6826456
120	-2642.229	-3265.587	623.3581	0.413064	0.294019	0.206646	0.0862708	1.006584	1.653961	3.650699	0.7647063
126	-2626.311	-3250.681	624.3699	0.3321	0.236389	0.362149	0.0693611	0.7986001	1.552926	3.494941	0.3147468
132	-2631.384	-3256.647	625.2628	0.279652	0.27195	0.375181	0.0732174	0.9149055	1.841285	2.714327	0.3269942
138	-2642.402	-3268.855	626.4526	0.425311	0.177868	0.332025	0.0647955	0.9149055	1.707566	2.059469	0.2727743
144	-2652.927	-3278.096	625.1691	0.301528	0.203058	0.421443	0.0739719	1.176311	1.598183	2.776258	0.2727743
150	-2638.09	-3262.887	624.7972	0.420078	0.138033	0.407119	0.0347696	1.176311	1.50035	3.056944	0.2891248
156	-2625.378	-3250.459	625.0817	0.449482	0.0789897	0.375603	0.0959255	0.9461906	1.544206	2.996847	0.2834685
162	-2637.925	-3264.163	626.2383	0.429364	0.120211	0.358792	0.0916322	0.9461906	1.740692	2.15761	0.2335213
168	-2647.785	-3273.299	625.5145	0.325882	0.229821	0.401988	0.0423092	0.913642	1.84252	2.569671	0.2171569
174	-2639.678	-3266.252	626.5739	0.281826	0.285281	0.359039	0.0738544	0.913642	1.888014	1.835972	0.1850551
180	-2635.388	-3257.455	622.067	0.507412	0.15472	0.095481	0.242387	0.9454192	1.285538	4.294021	1.37428
186	-2635.879	-3260.286	624.4074	0.523577	0.168191	0.255263	0.0529686	0.4300378	1.431555	3.717412	0.4233133
192	-2659.104	-3283.578	624.4734	0.468637	0.150543	0.250789	0.130031	0.8210479	1.445888	3.427122	0.4411216
198	-2645.502	-3269.276	623.7738	0.445347	0.266081	0.21804	0.0705316	0.9157288	1.432554	3.843279	0.21019
204	-2642.459	-3266.234	623.7752	0.610777	0.100357	0.169072	0.119794	1.024761	1.33291	3.843279	0.2497399
210	-2646.045	-3270.213	624.1674	0.409824	0.0621872	0.447608	0.0803806	0.6987601	1.443907	3.747337	0.2497399
216	-2647.381	-3272.653	625.2717	0.312293	0.0860583	0.490413	0.111235	0.8148057	1.492063	2.998426	0.255531
222	-2641.339	-3266.131	624.7918	0.276604	0.188566	0.435948	0.0988816	0.4187194	1.492063	3.522075	0.255531
228	-2629.087	-3254.013	624.9262	0.428999	0.194265	0.344778	0.0319582	0.4217998	1.56464	3.398116	0.2732075
234	-2647.503	-3271.94	624.4361	0.432404	0.11871	0.409057	0.0398287	0.933794	1.518616	3.398116	0.2095955
240	-2632.002	-3257.171	625.1696	0.376514	0.201037	0.380182	0.0422672	0.5278414	1.510954	3.225267	0.2263375
246	-2644.561	-3269.612	625.0515	0.379293	0.202521	0.375607	0.0425792	0.5960593	1.505873	3.257159	0.2312311
252	-2649.614	-3272.455	622.8404	0.244883	0.272951	0.434592	0.0475736	0.4268939	1.224446	4.779914	0.2359556
258	-2637.607	-3263.663	626.0566	0.408731	0.190108	0.288469	0.112693	0.4950254	1.656639	2.619806	0.2181959
264	-2663.971	-3290.107	626.1361	0.264212	0.209712	0.329444	0.196632	0.4950254	1.686961	2.554399	0.2297791
270	-2657.884	-3284.154	626.2699	0.387792	0.270412	0.306272	0.0355241	0.4196794	1.758166	2.469113	0.221842
276	-2642.545	-3268.884	626.339	0.33506	0.233641	0.389461	0.0418382	0.2971451	1.777074	2.466646	0.2199148
282	-2649.3	-3275.445	626.1452	0.301219	0.186625	0.452827	0.0593286	0.3478204	1.735729	2.597326	0.2266495
288	-2662.943	-3289.732	626.7882	0.429028	0.224689	0.261781	0.084502	0.4118472	1.786421	2.125144	0.2266495
294	-2669.463	-3293.867	624.4036	0.327648	0.339176	0.280661	0.0525155	0.8092725	1.646751	3.140574	0.7964819
300	-2669.454	-3296.077	626.6224	0.417322	0.200008	0.329639	0.0530305	0.3591023	1.742791	2.288291	0.2289677
306	-2650.717	-3277.352	626.6354	0.298512	0.280271	0.341747	0.0794701	0.307404	1.746135	2.295745	0.2199685
312	-2647.793	-3274.73	626.9365	0.360918	0.130657	0.413192	0.0952338	0.3457053	1.768778	2.062917	0.1995296
318	-2633.07	-3259.68	626.6107	0.389984	0.201524	0.364202	0.0442901	0.3457053	1.816908	2.253765	0.226525
324	-2653.5	-3279.628	626.1279	0.3609	0.144555	0.484176	0.0103684	0.3522567	1.708748	2.621501	0.2210156
330	-2645.404	-3271.923	626.5196	0.480624	0.139957	0.358015	0.0214042	0.5194576	1.813956	2.213816	0.2210156
336	-2661.598	-3287.539	625.9403	0.486154	0.141567	0.362133	0.0101465	0.5461894	1.679829	2.639803	0.3108669
342	-2654.373	-3280.778	626.4052	0.409172	0.277499	0.30479	0.00853982	0.4104194	1.785994	2.373145	0.2754057
348	-2648.824	-3275.578	626.754	0.248929	0.352761	0.387454	0.010856	0.5540916	1.788284	2.056454	0.2754057
354	-2656.654	-3283.087	626.4336	0.262844	0.37248	0.354691	0.00998495	0.6255578	1.777442	2.223829	0.2754057
360	-2643.331	-3269.803	626.4716	0.283811	0.288224	0.42016	0.00780456	0.4346526	1.807493	2.287066	0.3333927
366	-2655.555	-3282.143	626.5884	0.343691	0.174858	0.472	0.00945119	0.4377087	1.743328	2.251546	0.3333927
372	-2661.99	-3288.189	626.199	0.350782	0.178466	0.452691	0.0180612	0.4613213	1.694805	2.514732	0.3333927
378	-2653.82	-3280.012	626.1925	0.364825	0.257176	0.359215	0.0187843	0.4157694	1.68781	2.566884	0.2572383
384	-2646.744	-3268.407	621.6629	0.328678	0.146434	0.288621	0.236267	1.550135	1.723071	3.796822	1.696154
390	-2655.155	-3276.371	621.2163	0.249721	0.429673	0.141096	0.17951	1.222612	1.449844	4.57557	1.28193
396	-2649.019	-3270.35	621.3308	0.388782	0.172287	0.328243	0.110688	0.5700556	1.614619	4.29387	2.402106
402	-2668.163	-3292.171	624.0074	0.366	0.186974	0.309009	0.138017	0.8627741	1.388156	3.772427	0.2547335
408	-2653.638	-3280.412	626.7743	0.189238	0.436691	0.320188	0.0538835	0.3480539	1.803107	2.158406	0.2547335
414	-2648.32	-3275.059	626.7389	0.163603	0.403819	0.421988	0.0105906	0.4014853	1.868492	2.104244	0.3017302
420	-2646.286	-3272.233	625.9476	0.208038	0.438961	0.347437	0.00556388	0.4328618	1.612862	2.719464	0.374562
426	-2660.162	-3285.751	625.5887	0.259937	0.310569	0.422725	0.00676954	0.6424553	1.530505	2.882659	0.3158537
432	-2660.78	-3286.554	625.7738	0.33903	0.285572	0.367588	0.00781064	0.3633721	1.625944	2.882659	0.2911746
438	-2652.024	-3277.735	625.7116	0.154534	0.314411	0.503892	0.0271627	0.4305256	1.60195	2.850188	0.4162931
444	-2645.891	-3272.101	626.2094	0.181656	0.369593	0.41415	0.0345999	0.5270114	1.797701	2.402428	0.334473
450	-2646.853	-3272.45	625.5963	0.203134	0.366217	0.385724	0.0449247	0.8031002	1.797701	2.599641	0.3461391
456	-2644.578	-3269.631	625.0527	0.298605	0.35558	0.309739	0.0360749	0.6031526	1.677151	2.993235	0.5925688
462	-2632.252	-3256.403	624.1504	0.211134	0.359956	0.36062	0.0682905	0.6557262	1.743945	3.60691	0.28348
468	-2643.52	-3268.302	624.7826	0.214779	0.36617	0.366845	0.0522054	0.6752648	1.585419	3.034174	0.7984917
474	-2630.238	-3255.416	625.1776	0.242018	0.240871	0.371004	0.146107	0.5326295	1.568249	3.171592	0.3259761
480	-2635.799	-3258.603	622.8042	0.325344	0.357022	0.237445	0.08019	0.4831568	1.512919	4.317186	0.833338
486	-2649.833	-3273.743	623.9094	0.0446558	0.544708	0.370407	0.0402289	0.4519866	1.567536	3.785587	0.6454388
492	-2658.451	-3282.604	624.1529	0.253159	0.427149	0.251411	0.0682809	0.7816221	1.583155	3.587267	0.3831756
498	-2650.557	-3273.43	622.873	0.21996	0.371133	0.294702	0.114205	0.7816221	1.55677	4.32496	0.404899
504	-2645.6	-3268.761	623.1612	0.230424	0.393842	0.297055	0.0786789	0.6948138	1.423704	4.261385	0.4589744
510	-2666.609	-3291.459	624.8496	0.38577	0.19368	0.102625	0.317925	1.118612	1.707326	2.635377	0.812171
516	-2670.525	-3294.268	623.7435	0.343816	0.247598	0.146972	0.261615	1.434929	1.707326	2.613353	1.730862
522	-2659.76	-3283.136	623.376	0.425823	0.173464	0.130176	0.270537	1.434929	1.707326	3.07284	1.279162
528	-2657.891	-3283.001	625.1105	0.372722	0.276535	0.113943	0.236801	1.253811	1.620455	2.746407	0.3078406
534	-2650.29	-3275.318	625.0283	0.356828	0.344353	0.160995	0.137824	1.295397	1.717902	2.713613	0.3078406
540	-2641.305	-3266.191	624.8865	0.437412	0.126797	0.317398	0.118394	1.438853	1.733045	2.713613	0.3033249
